vehicle reg no,trip id,route description,mapper,company,date mapped,start coordinate,end coordinate,distance,start time,travel time,revenue,on/off discrepancy,fares,number of stops,total passengers,gps loss (km),city,route_id,direction,origin,destination,interval,travel_time_min,speed,hour,peak period,number plate,vehicle type
A74BBC,30542970,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.486420, -29.325996","27.478327, -29.312651",2.14,13:07:54,0:06,16,0,8,3,2,0,Maseru,MAS001,Route,Test,0,13:15:00,6,21.4,13,off peak,A74BBC,4+1
DK313,30542980,MAS001_R_Maseru Town Center_Khubetsoana,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.580475, -29.267673","27.580475, -29.267673",0,13:14:33,0:00,16,0,8,2,2,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,13:15:00,0,0,13,off peak,DK 313,4+1
RR198,30543205,MAS001_R_Maseru Town Center_Khubetsoana,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.524826, -29.298147","27.495743, -29.312952",4.77,13:01:39,0:15,32,0,8,5,4,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,13:00:00,15,19.08,13,off peak,RR 198,4+1
RK684,30543536,MAS003_F_Maseru Town Center_Tsosane,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.495918, -29.313272","27.541409, -29.313391",6.97,12:54:11,0:22,32,0,8,4,4,0,Maseru,MAS003,F,Maseru Town Center,Tsosane,13:00:00,22,19.00909091,12,off peak,RK 684,4+1
EJ676,30544029,MAS002_R_Maseru Town Center_Naleli,Matseliso Mosotho,Maseru_Association_Test,12/9/2020,"27.565294, -29.272310","27.537333, -29.310511",6.39,13:06:14,0:13,40,0,8,8,5,0,Maseru,MAS002,R,Maseru Town Center,Naleli,13:00:00,13,29.49230769,13,off peak,EJ 676,4+1
A32BBC,30544100,MAS007_F_Maseru Town Center_Pita,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.493160, -29.314203","27.497475, -29.321108",0.89,13:16:02,0:02,16,2,8,2,2,0,Maseru,MAS007,F,Maseru Town Center,Pita,13:15:00,2,26.7,13,off peak,A 32BBC,4+1
RZ434,30544179,MAS007_F_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.509972, -29.353992","27.493044, -29.360573",1.91,13:21:05,0:04,24,0,8,3,3,0,Maseru,MAS007,F,Maseru Town Center,Pita,13:15:00,4,28.65,13,off peak,RZ 434,4+1
RK684,30545208,MAS002_F_Maseru Town Center_Naleli,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.538422, -29.312986","27.534758, -29.301598",2.04,13:21:34,0:06,80,0,40,2,2,0,Maseru,MAS002,F,Maseru Town Center,Naleli,13:15:00,6,20.4,13,off peak,RK 684,4+1
DK313,30545216,MAS002_R_Maseru Town Center_Naleli,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.559601, -29.280046","27.559601, -29.280046",0,13:31:10,0:00,0,0,0,1,0,0,Maseru,MAS002,R,Maseru Town Center,Naleli,13:30:00,0,0,13,off peak,DK 313,4+1
RR198,30545405,MAS001_Route_Test,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.495333, -29.312168","27.459536, -29.299341",5.17,13:18:41,0:13,16,0,8,4,2,0,Maseru,MAS001,Route,Test,0,13:15:00,13,23.86153846,13,off peak,RR 198,4+1
DK313,30545430,MAS002_R_Maseru Town Center_Naleli,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.554382, -29.283276","27.550285, -29.285278",0.46,13:32:18,0:00,24,3,8,1,3,0,Maseru,MAS002,R,Maseru Town Center,Naleli,13:30:00,0,0,13,off peak,DK 313,4+1
RH955,30545881,MAS001_Route_Test,Thato,Maseru_Association_Test,12/9/2020,"27.506290, -29.314035","27.548609, -29.285242",6.3,13:20:36,0:15,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,13:15:00,15,25.2,13,off peak,RH 955,4+1
A32BBC,30546047,MAS008_F_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.499582, -29.323475","27.523048, -29.347298",4.24,13:26:55,0:15,24,0,8,4,3,0,Maseru,MAS008,F,Maseru Town Center,Leqele,13:30:00,15,16.96,13,off peak,A 32BBC,4+1
RZ434,30546828,MAS009_R_Maseru Town Center_Thamae,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.517494, -29.331694","27.516378, -29.328047",0.48,13:44:00,0:00,16,2,8,1,2,0,Maseru,MAS009,R,Maseru Town Center,Thamae,13:45:00,0,0,13,off peak,RZ 434,4+1
EJ676,30547210,MAS001_Route_Test,Matseliso Mosotho,Maseru_Association_Test,12/9/2020,"27.538425, -29.312679","27.571682, -29.356579",10.43,13:21:17,0:23,32,0,8,5,4,0,Maseru,MAS001,Route,Test,0,13:15:00,23,27.20869565,13,off peak,EJ 676,4+1
RK684,30547437,MAS002_R_Maseru Town Center_Naleli,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.534704, -29.301590","27.498226, -29.311728",5.03,13:29:23,0:14,8,0,8,2,1,0,Maseru,MAS002,R,Maseru Town Center,Naleli,13:30:00,14,21.55714286,13,off peak,RK 684,4+1
A74BBC,30548169,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.492783, -29.316177","27.486071, -29.383087",12.44,13:23:17,0:25,32,0,8,5,4,0,Maseru,MAS001,Route,Test,0,13:30:00,25,29.856,13,off peak,A74BBC,4+1
RZ434,30548761,MAS009_R_Maseru Town Center_Thamae,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.514370, -29.326157","27.500635, -29.315048",3.44,13:45:55,0:08,32,2,8,4,4,0,Maseru,MAS009,R,Maseru Town Center,Thamae,13:45:00,8,25.8,13,off peak,RZ 434,4+1
A32BBC,30548972,MAS008_R_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.518606, -29.346561","27.491884, -29.313282",5.29,13:43:17,0:12,8,0,8,2,1,0,Maseru,MAS008,R,Maseru Town Center,Leqele,13:45:00,12,26.45,13,off peak,A 32BBC,4+1
A5647,30549124,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.491400, -29.360556","27.500051, -29.358276",0.92,13:55:16,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,14:00:00,0,0,13,off peak,A 5647,4+1
A5647,30549175,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.479534, -29.314831","27.474825, -29.327486",1.78,13:32:50,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,13:30:00,0,0,13,off peak,A 5647,4+1
A5647,30549188,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.505085, -29.358631","27.504557, -29.357172",0.18,13:59:56,0:00,16,2,8,1,2,0,Maseru,MAS001,Route,Test,0,14:00:00,0,0,13,off peak,A 5647,4+1
RH955,30549979,MAS001_Route_Test,Thato,Maseru_Association_Test,12/9/2020,"27.548218, -29.284853","27.494295, -29.312838",9.04,13:37:42,0:27,32,-1,8,8,4,0,Maseru,MAS001,Route,Test,0,13:45:00,27,20.08888889,13,off peak,RH 955,4+1
EJ676,30550399,MAS001_Route_Test,Matseliso Mosotho,Maseru_Association_Test,12/9/2020,"27.566610, -29.359348","27.479427, -29.313116",11.34,13:46:49,0:23,32,0,8,5,4,0,Maseru,MAS001,Route,Test,0,13:45:00,23,29.5826087,13,off peak,EJ 676,4+1
A5647,30550464,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.503822, -29.356552","27.494040, -29.345934",1.64,14:01:04,0:03,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,14:00:00,3,32.8,14,off peak,A 5647,4+1
A5647,30550474,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.499245, -29.339041","27.499672, -29.338768",0.05,14:07:24,0:00,0,0,0,1,0,0,Maseru,MAS001,Route,Test,0,14:00:00,0,0,14,off peak,A 5647,4+1
A5647,30550525,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.507114, -29.336206","27.501247, -29.325350",1.55,14:09:40,0:01,24,3,8,2,3,0,Maseru,MAS001,Route,Test,0,14:15:00,1,93,14,off peak,A 5647,4+1
A32BBC,30550719,MAS008_R_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.491924, -29.313314","27.508091, -29.343723",4.3,13:56:56,0:19,32,0,8,8,4,0,Maseru,MAS008,R,Maseru Town Center,Leqele,14:00:00,19,13.57894737,13,off peak,A 32BBC,4+1
RY137,30551328,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.508574, -29.334427","27.495436, -29.318197",2.31,14:14:11,0:01,32,4,8,2,4,0,Maseru,MAS001,Route,Test,0,14:15:00,1,138.6,14,off peak,RY 137,4+1
RP216,30551578,MAS003_F_Maseru Town Center_Tsosane,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.493456, -29.311970","27.535915, -29.309778",5.84,14:00:33,0:20,32,0,8,4,4,0,Maseru,MAS003,F,Maseru Town Center,Tsosane,14:00:00,20,17.52,14,off peak,RP 216,4+1
M6587,30551967,MAS001_Route_Test,Mastedy Letsie,Maseru_Association_Test,12/9/2020,"27.492159, -29.312595","27.480219, -29.367453",10.88,14:02:43,0:21,40,0,8,5,5,0,Maseru,MAS001,Route,Test,0,14:00:00,21,31.08571429,14,off peak,M 6587,4+1
EJ676,30552054,MAS001_Route_Test,Matseliso Mosotho,Maseru_Association_Test,12/9/2020,"27.480581, -29.313498","27.492659, -29.312250",1.4,14:13:47,0:11,8,0,8,2,1,0,Maseru,MAS001,Route,Test,0,14:15:00,11,7.636363636,14,off peak,EJ 676,4+1
RY137,30552202,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.489712, -29.315447","27.478172, -29.331072",3.43,14:21:30,0:00,16,2,8,1,2,0,Maseru,MAS001,Route,Test,0,14:15:00,0,0,14,off peak,RY 137,4+1
RY137,30552251,MAS012_F_Maseru Town Center_Thetsane,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.472998, -29.336742","27.462778, -29.340067",1.19,14:32:48,0:00,16,2,8,1,2,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,14:30:00,0,0,14,off peak,RY 137,4+1
RY137,30552508,MAS012_F_Maseru Town Center_Thetsane,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.455944, -29.347977","27.459202, -29.357378",1.2,14:39:13,0:01,32,4,8,2,4,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,14:45:00,1,72,14,off peak,RY 137,4+1
A74BBC,30552782,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.461815, -29.338310","27.492872, -29.312468",6.34,14:24:53,0:19,16,-2,8,2,2,0,Maseru,MAS001,Route,Test,0,14:30:00,19,20.02105263,14,off peak,A74BBC,4+1
A32BBC,30553083,MAS008_F_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.494993, -29.317612","27.558781, -29.358257",9.31,14:31:52,0:19,48,-4,8,8,6,0,Maseru,MAS008,F,Maseru Town Center,Leqele,14:30:00,19,29.4,14,off peak,A 32BBC,4+1
RZ434,30553449,MAS007_F_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.493670, -29.316172","27.499594, -29.323668",1.03,14:51:51,0:01,32,4,8,2,4,0,Maseru,MAS007,F,Maseru Town Center,Pita,14:45:00,1,61.8,14,off peak,RZ 434,4+1
RY137,30554299,MAS012_R_Maseru Town Center_Thetsane,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.470732, -29.371702","27.500998, -29.358139",4.65,14:48:17,0:02,32,4,8,2,4,0,Maseru,MAS012,R,Maseru Town Center,Thetsane,14:45:00,2,139.5,14,off peak,RY 137,4+1
RZ731,30554696,MAS001_F_Maseru Town Center_Khubetsoana,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.495739, -29.313189","27.544182, -29.283241",7.71,14:44:05,0:16,32,0,8,4,4,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,14:45:00,16,28.9125,14,off peak,RZ 731,4+1
M6587,30555199,MAS001_Route_Test,Mastedy Letsie,Maseru_Association_Test,12/9/2020,"27.468891, -29.364914","27.494539, -29.312769",12.61,14:28:57,0:33,32,0,8,8,4,0,Maseru,MAS001,Route,Test,0,14:30:00,33,22.92727273,14,off peak,M 6587,4+1
RZ434,30555437,MAS007_F_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.505651, -29.331732","27.509314, -29.352133",2.45,14:59:00,0:03,24,-1,8,3,3,0,Maseru,MAS007,F,Maseru Town Center,Pita,15:00:00,3,49,14,off peak,RZ 434,4+1
A74BBC,30555745,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.493080, -29.316216","27.462187, -29.359552",8.45,14:47:50,0:19,32,0,8,5,4,0,Maseru,MAS001,Route,Test,0,14:45:00,19,26.68421053,14,off peak,A74BBC,4+1
RZ434,30555943,MAS007_R_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.509523, -29.353029","27.508194, -29.340441",1.43,15:06:27,0:00,8,1,8,1,1,0,Maseru,MAS007,R,Maseru Town Center,Pita,15:00:00,0,0,15,peak,RZ 434,4+1
RY137,30556031,MAS006_F_Maseru Town Center_Lithabaneng,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.519218, -29.352076","27.508921, -29.334538",2.34,15:04:36,0:04,16,0,8,2,2,0,Maseru,MAS006,F,Maseru Town Center,Lithabaneng,15:00:00,4,35.1,15,peak,RY 137,4+1
A32BBC,30556239,MAS008_R_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.525248, -29.347883","27.492126, -29.312447",5.72,14:57:40,0:15,24,-2,8,5,3,0,Maseru,MAS008,R,Maseru Town Center,Leqele,15:00:00,15,22.88,14,off peak,A 32BBC,4+1
RR198,30556470,MAS001_Route_Test,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.473038, -29.296209","27.483822, -29.314299",4.54,14:21:03,0:05,16,2,8,2,2,0,Maseru,MAS001,Route,Test,0,14:15:00,5,54.48,14,off peak,RR 198,4+1
RR198,30556722,MAS001_Route_Test,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.495544, -29.312502","27.474329, -29.298695",5.26,14:55:14,0:19,16,0,8,3,2,0,Maseru,MAS001,Route,Test,0,15:00:00,19,16.61052632,14,off peak,RR 198,4+1
RY137,30556818,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.508648, -29.334127","27.493429, -29.316395",2.55,15:10:15,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,15:15:00,0,0,15,peak,RY 137,4+1
RP216,30557096,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.497042, -29.310226","27.528763, -29.278767",6.06,14:50:10,0:26,8,-1,8,2,1,0,Maseru,MAS001,Route,Test,0,14:45:00,26,13.98461538,14,off peak,RP 216,4+1
RZ731,30557501,MAS001_R_Maseru Town Center_Khubetsoana,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.542559, -29.277239","27.493332, -29.311953",7.7,15:04:31,0:12,16,-1,8,4,2,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,15:00:00,12,38.5,15,peak,RZ 731,4+1
RY137,30557562,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.490000, -29.315504","27.479185, -29.313066",1.09,15:17:55,0:03,24,2,8,2,3,0,Maseru,MAS001,Route,Test,0,15:15:00,3,21.8,15,peak,RY 137,4+1
A56BBC,30557656,MAS001_R_Maseru Town Center_Khubetsoana,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.543621, -29.278065","27.509535, -29.312885",6.18,15:03:09,0:20,32,0,8,7,4,0.99,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,15:00:00,20,18.54,15,peak,A 56BBC,4+1
RK684,30558011,MAS003_F_Maseru Town Center_Tsosane,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.495846, -29.313023","27.545530, -29.305555",7.15,14:52:24,0:31,40,-4,8,7,5,0,Maseru,MAS003,F,Maseru Town Center,Tsosane,14:45:00,31,13.83870968,14,off peak,RK 684,4+1
RR198,30558137,MAS001_Route_Test,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.481499, -29.300930","27.495846, -29.313555",2.37,15:16:58,0:09,16,-2,8,3,2,0,Maseru,MAS001,Route,Test,0,15:15:00,9,15.8,15,peak,RR 198,4+1
RH955,30558365,MAS008_R_Maseru Town Center_Leqele,Thato,Maseru_Association_Test,12/9/2020,"27.493668, -29.312685","27.562986, -29.358938",9.92,15:04:26,0:22,56,0,8,6,7,0,Maseru,MAS008,R,Maseru Town Center,Leqele,15:00:00,22,27.05454545,15,peak,RH 955,4+1
RZ434,30558499,MAS007_F_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.491047, -29.315586","27.507912, -29.336332",3.07,15:23:25,0:06,32,0,8,4,4,0,Maseru,MAS007,F,Maseru Town Center,Pita,15:30:00,6,30.7,15,peak,RZ 434,4+1
A74BBC,30558827,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.456619, -29.355534","27.490740, -29.315516",8.41,15:09:50,0:19,24,0,8,3,3,0,Maseru,MAS001,Route,Test,0,15:15:00,19,26.55789474,15,peak,A74BBC,4+1
RY137,30561238,MAS008_F_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.492598, -29.313591","27.493101, -29.314178",0.09,15:40:09,0:00,16,2,8,1,2,0,Maseru,MAS008,F,Maseru Town Center,Leqele,15:45:00,0,0,15,peak,RY 137,4+1
RP216,30561521,MAS001_R_Maseru Town Center_Khubetsoana,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.538364, -29.268412","27.500134, -29.314270",7,15:24:19,0:18,24,0,8,5,3,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,15:30:00,18,23.33333333,15,peak,RP 216,4+1
RY137,30561541,MAS008_F_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.493887, -29.316153","27.494230, -29.316916",0.09,15:44:19,0:00,0,0,0,1,0,0,Maseru,MAS008,F,Maseru Town Center,Leqele,15:45:00,0,0,15,peak,RY 137,4+1
A5647,30561808,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493769, -29.312395","27.480000, -29.314539",1.6,15:39:56,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,15:45:00,0,0,15,peak,A 5647,4+1
RK684,30562085,MAS003_R_Maseru Town Center_Tsosane,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.545666, -29.305584","27.496555, -29.312830",6.05,15:25:10,0:18,8,0,8,2,1,0,Maseru,MAS003,R,Maseru Town Center,Tsosane,15:30:00,18,20.16666667,15,peak,RK 684,4+1
A32BBC,30562412,MAS008_F_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.494211, -29.316908","27.553455, -29.355379",9.55,15:27:45,0:20,32,-2,8,6,4,0,Maseru,MAS008,F,Maseru Town Center,Leqele,15:30:00,20,28.65,15,peak,A 32BBC,4+1
A5647,30563048,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.478477, -29.315727","27.472122, -29.337719",3.11,15:46:48,0:05,32,0,8,2,4,0,Maseru,MAS001,Route,Test,0,15:45:00,5,37.32,15,peak,A 5647,4+1
RY137,30563402,MAS008_F_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.495638, -29.318344","27.510164, -29.326015",2.58,15:45:37,0:00,24,3,8,1,3,0,Maseru,MAS008,F,Maseru Town Center,Leqele,15:45:00,0,0,15,peak,RY 137,4+1
RH955,30563645,MAS008_F_Maseru Town Center_Leqele,Thato,Maseru_Association_Test,12/9/2020,"27.564329, -29.358896","27.493042, -29.312510",10.07,15:28:44,0:23,24,0,8,5,3,0,Maseru,MAS008,F,Maseru Town Center,Leqele,15:30:00,23,26.26956522,15,peak,RH 955,4+1
RZ434,30564043,MAS007_R_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.507853, -29.335810","27.491077, -29.315544",3.02,15:48:49,0:05,16,0,8,3,2,0,Maseru,MAS007,R,Maseru Town Center,Pita,15:45:00,5,36.24,15,peak,RZ 434,4+1
RY137,30564055,MAS008_F_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.510269, -29.336142","27.510431, -29.336349",0.03,15:56:06,0:00,0,0,0,1,0,0,Maseru,MAS008,F,Maseru Town Center,Leqele,16:00:00,0,0,15,peak,RY 137,4+1
A5647,30564574,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.470263, -29.338987","27.454914, -29.346699",1.98,15:52:56,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,16:00:00,0,0,15,peak,A 5647,4+1
A74BBC,30564867,MAS012_F_Maseru Town Center_Thetsane,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.492785, -29.316204","27.459257, -29.342670",7.82,15:36:55,0:20,40,0,8,7,5,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,15:30:00,20,23.46,15,peak,A74BBC,4+1
A5647,30564911,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.452240, -29.349054","27.457541, -29.356184",1.02,15:58:00,0:01,24,0,8,2,3,0,Maseru,MAS001,Route,Test,0,16:00:00,1,61.2,15,peak,A 5647,4+1
A5647,30564926,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.462736, -29.359991","27.464973, -29.361601",0.29,16:01:14,0:00,16,2,8,1,2,0,Maseru,MAS001,Route,Test,0,16:00:00,0,0,16,peak,A 5647,4+1
RZ434,30565262,MAS009_F_Maseru Town Center_Thamae,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.496796, -29.320028","27.509880, -29.333532",3.29,15:58:09,0:06,32,0,8,3,4,0,Maseru,MAS009,F,Maseru Town Center,Thamae,16:00:00,6,32.9,15,peak,RZ 434,4+1
RR198,30565715,MAS001_F_Maseru Town Center_Khubetsoana,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.495556, -29.314604","27.561670, -29.278650",11.47,15:30:57,0:33,24,0,8,5,3,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,15:30:00,33,20.85454545,15,peak,RR 198,4+1
A5647,30566259,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.469082, -29.364943","27.481836, -29.364977",1.74,16:02:38,0:02,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,16:00:00,2,52.2,16,peak,A 5647,4+1
EJ676,30566617,MAS009_F_Maseru Town Center_Thamae,Matseliso Mosotho,Maseru_Association_Test,12/9/2020,"27.492237, -29.312386","27.560604, -29.359095",10.8,15:44:19,0:23,40,0,8,6,5,0,Maseru,MAS009,F,Maseru Town Center,Thamae,15:45:00,23,28.17391304,15,peak,EJ 676,4+1
RY137,30566722,MAS008_F_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.510757, -29.336786","27.523556, -29.347433",1.88,15:56:45,0:06,24,2,8,3,3,0,Maseru,MAS008,F,Maseru Town Center,Leqele,16:00:00,6,18.8,15,peak,RY 137,4+1
A32BBC,30566914,MAS008_R_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.519156, -29.346483","27.491930, -29.312393",4.97,15:53:25,0:15,16,0,8,3,2,0,Maseru,MAS008,R,Maseru Town Center,Leqele,16:00:00,15,19.88,15,peak,A 32BBC,4+1
RZ434,30567034,MAS006_F_Maseru Town Center_Lithabaneng,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.509010, -29.334457","27.527943, -29.359882",3.38,16:05:30,0:06,24,0,8,4,3,0,Maseru,MAS006,F,Maseru Town Center,Lithabaneng,16:00:00,6,33.8,16,peak,RZ 434,4+1
RY137,30567480,MAS008_R_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.536188, -29.350380","27.516035, -29.344328",2.22,16:12:53,0:00,8,1,8,1,1,0,Maseru,MAS008,R,Maseru Town Center,Leqele,16:15:00,0,0,16,peak,RY 137,4+1
A5647,30567962,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493910, -29.360359","27.508488, -29.334475",4.08,16:08:34,0:09,24,0,8,4,3,0,Maseru,MAS001,Route,Test,0,16:15:00,9,27.2,16,peak,A 5647,4+1
A5647,30567985,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.508511, -29.334541","27.510504, -29.333054",0.27,16:19:56,0:00,16,2,8,1,2,0,Maseru,MAS001,Route,Test,0,16:15:00,0,0,16,peak,A 5647,4+1
RZ434,30568065,MAS006_R_Maseru Town Center_Lithabaneng,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.527861, -29.359865","27.519476, -29.349623",1.41,16:21:28,0:00,24,3,8,2,3,0,Maseru,MAS006,R,Maseru Town Center,Lithabaneng,16:15:00,0,0,16,peak,RZ 434,4+1
A5647,30568079,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.511187, -29.323082","27.512304, -29.323618",0.16,16:24:22,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,16:30:00,0,0,16,peak,A 5647,4+1
A5647,30568092,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.513018, -29.324476","27.514921, -29.324986",0.21,16:25:18,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,16:30:00,0,0,16,peak,A 5647,4+1
RY137,30568236,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.509001, -29.334568","27.499823, -29.313625",3.92,16:19:31,0:06,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,16:15:00,6,39.2,16,peak,RY 137,4+1
EJ676,30568847,MAS008_R_Maseru Town Center_Leqele,Matseliso Mosotho,Maseru_Association_Test,12/9/2020,"27.556379, -29.356518","27.492912, -29.312466",9.03,16:09:18,0:20,24,0,8,4,3,0,Maseru,MAS008,R,Maseru Town Center,Leqele,16:15:00,20,27.09,16,peak,EJ 676,4+1
RZ434,30569004,MAS006_R_Maseru Town Center_Lithabaneng,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.517906, -29.347195","27.492132, -29.313524",4.65,16:23:19,0:06,32,0,8,5,4,0,Maseru,MAS006,R,Maseru Town Center,Lithabaneng,16:30:00,6,46.5,16,peak,RZ 434,4+1
